#1
double tmy(8761,3)
12650400 281.25 198.0
12654000 282.25 244.0
12657600 282.05 244.0
12661200 282.75 239.0
12664800 282.65 192.0
12668400 281.85 121.0
12672000 280.05 30.0
12675600 280.05 0.0
12679200 280.25 0.0
12682800 279.75 0.0
12686400 279.15 0.0
12690000 279.65 0.0
12693600 278.95 0.0
12697200 278.45 0.0
12700800 279.35 0.0
12704400 278.95 0.0
12708000 278.55 0.0
12711600 278.05 0.0
12715200 278.05 0.0
12718800 278.75 0.0
12722400 278.45 0.0
12726000 278.35 0.0
12729600 278.25 17.0
12733200 279.15 111.0
12736800 280.05 107.0
12740400 280.95 195.0
12744000 279.75 178.0
12747600 280.35 92.0
12751200 280.95 169.0
12754800 280.65 127.0
12758400 279.85 32.0
12762000 279.25 0.0
12765600 278.35 0.0
12769200 278.05 0.0
12772800 277.75 0.0
12776400 277.55 0.0
12780000 277.35 0.0
12783600 277.05 0.0
12787200 276.85 0.0
12790800 276.75 0.0
12794400 276.65 0.0
12798000 276.35 0.0
12801600 276.15 0.0
12805200 275.95 0.0
12808800 276.45 0.0
12812400 276.25 0.0
12816000 276.45 16.0
12819600 277.65 104.0
12823200 278.85 215.0
12826800 279.95 288.0
12830400 280.95 316.0
12834000 281.25 261.0
12837600 281.25 198.0
12841200 280.75 116.0
12844800 279.35 31.0
12848400 278.75 0.0
12852000 278.25 0.0
12855600 278.05 0.0
12859200 277.55 0.0
12862800 276.35 0.0
12866400 276.05 0.0
12870000 275.45 0.0
12873600 274.95 0.0
12877200 274.55 0.0
12880800 274.45 0.0
12884400 274.45 0.0
12888000 274.75 0.0
12891600 275.65 0.0
12895200 276.55 0.0
12898800 276.75 0.0
12902400 277.05 3.0
12906000 277.55 30.0
12909600 278.15 68.0
12913200 278.95 76.0
12916800 278.75 47.0
12920400 279.25 35.0
12924000 279.55 29.0
12927600 279.95 27.0
12931200 280.15 8.0
12934800 280.45 0.0
12938400 280.35 0.0
12942000 280.15 0.0
12945600 280.45 0.0
12949200 280.75 0.0
12952800 280.95 0.0
12956400 281.05 0.0
12960000 280.55 0.0
12963600 280.65 0.0
12967200 280.65 0.0
12970800 280.85 0.0
12974400 281.05 0.0
12978000 281.15 0.0
12981600 280.65 0.0
12985200 280.65 0.0
12988800 280.95 2.0
12992400 281.35 14.0
12996000 282.05 67.0
12999600 282.45 79.0
13003200 282.45 74.0
13006800 282.35 20.0
13010400 282.85 25.0
13014000 283.15 29.0
13017600 283.15 5.0
13021200 283.45 0.0
13024800 283.45 0.0
13028400 283.35 0.0
13032000 282.75 0.0
13035600 281.35 0.0
13039200 280.65 0.0
13042800 281.25 0.0
13046400 281.45 0.0
13050000 281.65 0.0
13053600 281.55 0.0
13057200 281.65 0.0
13060800 281.95 0.0
13064400 282.45 0.0
13068000 282.55 0.0
13071600 282.55 0.0
13075200 282.65 2.0
13078800 282.85 14.0
13082400 283.35 37.0
13086000 283.75 48.0
13089600 283.95 76.0
13093200 284.75 112.0
13096800 284.65 42.0
13100400 284.55 44.0
13104000 284.05 10.0
13107600 283.85 0.0
13111200 283.75 0.0
13114800 283.15 0.0
13118400 282.75 0.0
13122000 282.15 0.0
13125600 281.75 0.0
13129200 281.25 0.0
13132800 281.15 0.0
13136400 280.45 0.0
13140000 280.05 0.0
13143600 279.85 0.0
13147200 279.55 0.0
13150800 278.95 0.0
13154400 279.15 0.0
13158000 278.95 0.0
13161600 279.05 7.0
13165200 279.85 73.0
13168800 280.45 189.0
13172400 280.85 231.0
13176000 281.05 231.0
13179600 281.55 235.0
13183200 281.35 220.0
13186800 280.85 129.0
13190400 279.35 27.0
13194000 278.55 0.0
13197600 278.05 0.0
13201200 277.25 0.0
13204800 276.85 0.0
13208400 276.35 0.0
13212000 275.95 0.0
13215600 275.65 0.0
13219200 275.25 0.0
13222800 274.55 0.0
13226400 274.35 0.0
13230000 274.35 0.0
13233600 274.45 0.0
13237200 274.55 0.0
13240800 275.25 0.0
13244400 275.45 0.0
13248000 275.65 8.0
13251600 276.35 39.0
13255200 277.55 170.0
13258800 278.65 224.0
13262400 278.65 169.0
13266000 280.55 197.0
13269600 280.85 131.0
13273200 280.95 76.0
13276800 280.75 10.0
13280400 280.45 0.0
13284000 280.15 0.0
13287600 279.95 0.0
13291200 280.05 0.0
13294800 280.15 0.0
13298400 279.95 0.0
13302000 280.05 0.0
13305600 280.05 0.0
13309200 280.15 0.0
13312800 280.45 0.0
13316400 280.45 0.0
13320000 280.95 0.0
13323600 281.25 0.0
13327200 281.15 0.0
13330800 281.05 0.0
13334400 280.95 1.0
13338000 280.95 57.0
13341600 281.35 66.0
13345200 282.25 128.0
13348800 282.25 156.0
13352400 282.65 107.0
13356000 282.25 64.0
13359600 281.65 29.0
13363200 280.95 9.0
13366800 280.45 0.0
13370400 280.95 0.0
13374000 280.85 0.0
13377600 280.75 0.0
13381200 280.75 0.0
13384800 280.75 0.0
13388400 280.85 0.0
13392000 280.95 0.0
13395600 281.05 0.0
13399200 280.95 0.0
13402800 280.95 0.0
13406400 280.85 0.0
13410000 280.75 0.0
13413600 280.45 0.0
13417200 280.05 0.0
13420800 280.35 3.0
13424400 280.65 28.0
13428000 280.85 56.0
13431600 281.15 106.0
13435200 282.45 135.0
13438800 282.85 223.0
13442400 282.75 162.0
13446000 282.25 90.0
13449600 281.35 18.0
13453200 281.05 0.0
13456800 280.85 0.0
13460400 280.15 0.0
13464000 279.65 0.0
13467600 279.75 0.0
13471200 279.25 0.0
13474800 278.45 0.0
13478400 278.65 0.0
13482000 278.55 0.0
13485600 278.45 0.0
13489200 278.25 0.0
13492800 278.35 0.0
13496400 278.95 0.0
13500000 279.55 0.0
13503600 279.55 0.0
13507200 279.85 2.0
13510800 280.05 24.0
13514400 280.25 22.0
13518000 280.65 34.0
13521600 281.15 48.0
13525200 281.65 44.0
13528800 281.35 155.0
13532400 280.95 62.0
13536000 279.95 17.0
13539600 279.65 0.0
13543200 279.25 0.0
13546800 278.75 0.0
13550400 278.15 0.0
13554000 277.45 0.0
13557600 276.75 0.0
13561200 275.95 0.0
13564800 276.15 0.0
13568400 274.95 0.0
13572000 274.95 0.0
13575600 274.35 0.0
13579200 273.75 0.0
13582800 273.25 0.0
13586400 274.05 0.0
13590000 273.35 0.0
13593600 273.35 6.0
13597200 274.45 66.0
13600800 276.25 150.0
13604400 277.75 229.0
13608000 278.35 262.0
13611600 278.95 155.0
13615200 278.95 113.0
13618800 278.95 64.0
13622400 278.75 11.0
13626000 278.55 0.0
13629600 279.25 0.0
13633200 279.65 0.0
13636800 279.35 0.0
13640400 279.75 0.0
13644000 278.95 0.0
13647600 279.15 0.0
13651200 280.05 0.0
13654800 280.65 0.0
13658400 281.45 0.0
13662000 281.95 0.0
13665600 282.45 0.0
13669200 282.45 0.0
13672800 282.55 0.0
13676400 283.15 0.0
13680000 282.85 6.0
13683600 283.25 64.0
13687200 283.75 125.0
13690800 284.45 220.0
13694400 284.85 244.0
13698000 285.55 227.0
13701600 284.35 166.0
13705200 284.65 103.0
13708800 283.95 19.0
13712400 283.65 0.0
13716000 283.25 0.0
13719600 283.45 0.0
13723200 283.45 0.0
13726800 283.35 0.0
13730400 283.35 0.0
13734000 283.55 0.0
13737600 283.45 0.0
13741200 283.15 0.0
13744800 283.35 0.0
13748400 283.55 0.0
13752000 283.55 0.0
13755600 283.55 0.0
13759200 283.85 0.0
13762800 284.05 0.0
13766400 284.15 1.0
13770000 284.35 6.0
13773600 285.25 29.0
13777200 286.55 50.0
13780800 286.95 47.0
13784400 287.45 43.0
13788000 287.35 39.0
13791600 287.15 20.0
13795200 287.25 2.0
13798800 287.55 0.0
13802400 287.65 0.0
13806000 287.75 0.0
13809600 287.65 0.0
13813200 287.65 0.0
13816800 287.65 0.0
13820400 287.65 0.0
13824000 287.55 0.0
13827600 287.45 0.0
13831200 287.35 0.0
13834800 287.25 0.0
13838400 286.95 0.0
13842000 287.05 0.0
13845600 287.15 0.0
13849200 287.35 0.0
13852800 287.25 2.0
13856400 287.65 34.0
13860000 287.65 78.0
13863600 287.95 78.0
13867200 288.85 144.0
13870800 288.05 19.0
13874400 288.95 201.0
13878000 288.65 107.0
13881600 287.65 20.0
13885200 286.75 0.0
13888800 286.15 0.0
13892400 285.55 0.0
13896000 285.15 0.0
13899600 284.55 0.0
13903200 284.05 0.0
13906800 283.45 0.0
13910400 284.15 0.0
13914000 283.25 0.0
13917600 282.85 0.0
13921200 282.25 0.0
13924800 281.95 0.0
13928400 281.85 0.0
13932000 282.15 0.0
13935600 282.15 0.0
13939200 282.15 4.0
13942800 283.05 71.0
13946400 284.15 150.0
13950000 285.45 228.0
13953600 287.35 267.0
13957200 288.05 248.0
13960800 288.15 191.0
13964400 287.85 116.0
13968000 287.15 22.0
13971600 286.85 0.0
13975200 287.35 0.0
13978800 287.55 0.0
13982400 287.45 0.0
13986000 286.75 0.0
13989600 286.25 0.0
13993200 286.05 0.0
13996800 285.25 0.0
14000400 285.15 0.0
14004000 285.05 0.0
14007600 285.05 0.0
14011200 285.05 0.0
14014800 285.15 0.0
14018400 285.25 0.0
14022000 285.15 0.0
14025600 284.95 1.0
14029200 285.05 13.0
14032800 285.45 58.0
14036400 285.75 79.0
14040000 285.85 128.0
14043600 285.95 66.0
14047200 285.85 54.0
14050800 285.55 56.0
14054400 284.75 14.0
14058000 284.05 0.0
14061600 283.55 0.0
14065200 282.25 0.0
14068800 281.55 0.0
14072400 280.85 0.0
14076000 279.95 0.0
14079600 279.45 0.0
14083200 279.55 0.0
14086800 279.05 0.0
14090400 278.35 0.0
14094000 278.55 0.0
14097600 278.35 0.0
14101200 278.45 0.0
14104800 278.25 0.0
14108400 279.05 0.0
14112000 279.85 1.0
14115600 280.65 25.0
14119200 281.15 52.0
14122800 281.65 77.0
14126400 282.55 100.0
14130000 282.95 69.0
14133600 283.05 66.0
14137200 283.05 36.0
14140800 282.85 9.0
14144400 282.75 0.0
14148000 282.95 0.0
14151600 283.15 0.0
14155200 283.15 0.0
14158800 283.35 0.0
14162400 283.45 0.0
14166000 283.35 0.0
14169600 282.65 0.0
14173200 282.15 0.0
14176800 281.75 0.0
14180400 282.05 0.0
14184000 281.75 0.0
14187600 281.35 0.0
14191200 281.75 0.0
14194800 281.65 0.0
14198400 281.65 2.0
14202000 281.95 37.0
14205600 282.55 88.0
14209200 283.75 140.0
14212800 283.95 198.0
14216400 284.55 140.0
14220000 284.95 134.0
14223600 284.45 92.0
14227200 282.95 21.0
14230800 282.45 0.0
14234400 282.55 0.0
14238000 282.05 0.0
14241600 281.45 0.0
14245200 279.95 0.0
14248800 279.35 0.0
14252400 279.15 0.0
14256000 280.25 0.0
14259600 280.85 0.0
14263200 280.85 0.0
14266800 280.75 0.0
14270400 280.75 0.0
14274000 280.55 0.0
14277600 280.85 0.0
14281200 280.95 0.0
14284800 280.75 1.0
14288400 280.95 29.0
14292000 281.15 73.0
14295600 281.25 82.0
14299200 281.65 92.0
14302800 281.75 46.0
14306400 281.85 50.0
14310000 281.85 33.0
14313600 281.55 5.0
14317200 281.35 0.0
14320800 281.35 0.0
14324400 281.25 0.0
14328000 280.95 0.0
14331600 280.65 0.0
14335200 280.25 0.0
14338800 279.95 0.0
14342400 279.85 0.0
14346000 279.75 0.0
14349600 279.65 0.0
14353200 279.45 0.0
14356800 279.35 0.0
14360400 279.35 0.0
14364000 279.25 0.0
14367600 279.15 0.0
14371200 279.05 1.0
14374800 279.05 16.0
14378400 279.25 51.0
14382000 279.65 79.0
14385600 280.05 90.0
14389200 280.05 69.0
14392800 280.15 50.0
14396400 280.35 53.0
14400000 279.85 10.0
14403600 279.35 0.0
14407200 279.55 0.0
14410800 279.55 0.0
14414400 279.65 0.0
14418000 279.75 0.0
14421600 279.55 0.0
14425200 279.35 0.0
14428800 278.25 0.0
14432400 277.95 0.0
14436000 277.65 0.0
14439600 277.75 0.0
14443200 277.55 0.0
14446800 277.65 0.0
14450400 277.75 0.0
14454000 277.75 0.0
14457600 277.95 3.0
14461200 279.05 67.0
14464800 280.55 165.0
14468400 282.15 230.0
14472000 283.15 258.0
14475600 283.75 167.0
14479200 284.25 121.0
14482800 284.05 77.0
14486400 283.05 17.0
14490000 282.75 0.0
14493600 283.55 0.0
14497200 283.75 0.0
14500800 283.75 0.0
14504400 283.55 0.0
14508000 283.25 0.0
14511600 282.35 0.0
14515200 282.75 0.0
14518800 282.75 0.0
14522400 282.25 0.0
14526000 281.95 0.0
14529600 281.85 0.0
14533200 282.05 0.0
14536800 283.05 0.0
14540400 282.95 0.0
14544000 282.45 1.0
14547600 282.65 44.0
14551200 283.55 120.0
14554800 285.05 201.0
14558400 286.25 226.0
14562000 287.05 255.0
14565600 287.15 204.0
14569200 285.95 112.0
14572800 284.25 24.0
14576400 283.55 0.0
14580000 283.15 0.0
14583600 282.65 0.0
14587200 281.75 0.0
14590800 281.25 0.0
14594400 280.75 0.0
14598000 280.15 0.0
14601600 279.85 0.0
14605200 280.75 0.0
14608800 280.75 0.0
14612400 281.25 0.0
14616000 281.45 0.0
14619600 281.55 0.0
14623200 281.65 0.0
14626800 281.55 0.0
14630400 281.15 1.0
14634000 281.85 37.0
14637600 282.15 91.0
14641200 282.85 203.0
14644800 283.35 191.0
14648400 283.65 191.0
14652000 283.85 151.0
14655600 283.25 109.0
14659200 282.15 20.0
14662800 281.15 0.0
14666400 280.75 0.0
14670000 280.85 0.0
14673600 281.25 0.0
14677200 281.05 0.0
14680800 280.75 0.0
14684400 280.15 0.0
14688000 280.65 0.0
14691600 281.05 0.0
14695200 281.25 0.0
14698800 281.45 0.0
14702400 281.45 0.0
14706000 281.85 0.0
14709600 282.55 0.0
14713200 282.15 0.0
14716800 281.85 2.0
14720400 282.55 36.0
14724000 283.55 123.0
14727600 284.55 198.0
14731200 286.25 234.0
14734800 286.85 216.0
14738400 287.65 189.0
14742000 287.55 107.0
14745600 287.25 21.0
14749200 287.15 0.0
14752800 287.05 0.0
14756400 287.05 0.0
14760000 286.85 0.0
14763600 286.75 0.0
14767200 286.35 0.0
14770800 286.05 0.0
14774400 285.35 0.0
14778000 285.25 0.0
14781600 285.15 0.0
14785200 284.85 0.0
14788800 284.65 0.0
14792400 284.15 0.0
14796000 284.25 0.0
14799600 283.95 0.0
14803200 283.65 0.0
14806800 283.55 11.0
14810400 283.75 43.0
14814000 283.75 57.0
14817600 283.75 76.0
14821200 284.05 96.0
14824800 283.75 86.0
14828400 283.55 56.0
14832000 282.15 17.0
14835600 281.65 0.0
14839200 281.45 0.0
14842800 281.35 0.0
14846400 281.25 0.0
14850000 280.85 0.0
14853600 280.25 0.0
14857200 280.05 0.0
14860800 280.35 0.0
14864400 280.35 0.0
14868000 280.15 0.0
14871600 280.25 0.0
14875200 280.35 0.0
14878800 280.55 0.0
14882400 280.75 0.0
14886000 281.05 0.0
14889600 281.15 0.0
14893200 281.25 7.0
14896800 281.65 40.0
14900400 282.45 101.0
14904000 282.55 143.0
14907600 282.85 52.0
14911200 283.05 47.0
14914800 283.05 17.0
14918400 283.05 8.0
14922000 282.85 0.0
14925600 282.95 0.0
14929200 282.95 0.0
14932800 282.75 0.0
14936400 282.65 0.0
14940000 282.15 0.0
14943600 282.05 0.0
14947200 282.45 0.0
14950800 282.35 0.0
14954400 281.95 0.0
14958000 281.45 0.0
14961600 280.95 0.0
14965200 281.05 0.0
14968800 281.65 0.0
14972400 281.55 0.0
14976000 281.85 1.0
14979600 282.55 22.0
14983200 283.05 41.0
14986800 283.35 51.0
14990400 283.95 80.0
14994000 284.25 65.0
14997600 284.25 54.0
15001200 283.95 30.0
15004800 283.75 4.0
15008400 283.45 0.0
15012000 284.15 0.0
15015600 283.55 0.0
15019200 283.65 0.0
15022800 283.55 0.0
15026400 282.95 0.0
15030000 282.85 0.0
15033600 283.95 0.0
15037200 283.65 0.0
15040800 283.45 0.0
15044400 283.15 0.0
15048000 282.55 0.0
15051600 281.95 0.0
15055200 281.05 0.0
15058800 280.25 0.0
15062400 279.95 1.0
15066000 280.55 34.0
15069600 281.45 77.0
15073200 282.65 163.0
15076800 283.15 207.0
15080400 283.55 104.0
15084000 283.85 122.0
15087600 283.25 61.0
15091200 282.45 15.0
15094800 281.95 0.0
15098400 282.25 0.0
15102000 282.05 0.0
15105600 281.95 0.0
15109200 281.85 0.0
15112800 281.65 0.0
15116400 280.95 0.0
15120000 281.55 0.0
15123600 281.25 0.0
15127200 280.95 0.0
15130800 280.65 0.0
15134400 279.45 0.0
15138000 278.75 0.0
15141600 278.25 0.0
15145200 277.45 0.0
15148800 276.75 1.0
15152400 276.65 43.0
15156000 276.75 94.0
15159600 276.95 99.0
15163200 276.75 128.0
15166800 277.05 115.0
15170400 277.45 81.0
15174000 277.85 55.0
15177600 277.65 12.0
15181200 277.55 0.0
15184800 277.55 0.0
15188400 277.45 0.0
15192000 277.25 0.0
15195600 277.15 0.0
15199200 277.45 0.0
15202800 277.45 0.0
15206400 278.05 0.0
15210000 277.75 0.0
15213600 277.65 0.0
15217200 277.65 0.0
15220800 277.65 0.0
15224400 277.85 0.0
15228000 278.25 0.0
15231600 278.25 0.0
15235200 278.05 1.0
15238800 277.75 43.0
15242400 277.55 140.0
15246000 277.45 245.0
15249600 276.85 270.0
15253200 276.55 190.0
15256800 276.35 220.0
15260400 275.75 129.0
15264000 274.75 31.0
15267600 274.35 0.0
15271200 274.65 0.0
15274800 274.35 0.0
15278400 273.45 0.0
15282000 272.85 0.0
15285600 272.65 0.0
15289200 272.75 0.0
15292800 273.05 0.0
15296400 273.05 0.0
15300000 273.15 0.0
15303600 273.25 0.0
15307200 272.95 0.0
15310800 272.95 0.0
15314400 272.75 0.0
15318000 272.75 0.0
15321600 272.45 1.0
15325200 272.75 57.0
15328800 273.55 158.0
15332400 274.45 237.0
15336000 275.15 276.0
15339600 275.35 266.0
15343200 275.35 214.0
15346800 274.95 126.0
15350400 274.15 30.0
15354000 273.55 0.0
15357600 272.95 0.0
15361200 272.65 0.0
15364800 272.25 0.0
15368400 272.05 0.0
15372000 271.85 0.0
15375600 271.65 0.0
15379200 271.35 0.0
15382800 271.15 0.0
15386400 271.15 0.0
15390000 271.05 0.0
15393600 271.05 0.0
15397200 270.95 0.0
15400800 270.85 0.0
15404400 270.75 0.0
15408000 270.75 1.0
15411600 271.65 59.0
15415200 273.05 161.0
15418800 274.35 241.0
15422400 275.35 280.0
15426000 276.15 271.0
15429600 276.35 219.0
15433200 275.55 131.0
15436800 274.15 32.0
15440400 273.55 0.0
15444000 273.35 0.0
15447600 273.25 0.0
15451200 272.85 0.0
15454800 272.65 0.0
15458400 272.55 0.0
15462000 272.45 0.0
15465600 272.25 0.0
15469200 272.05 0.0
15472800 271.85 0.0
15476400 271.75 0.0
15480000 271.75 0.0
15483600 271.85 0.0
15487200 272.25 0.0
15490800 272.05 0.0
15494400 272.05 1.0
15498000 273.05 60.0
15501600 274.45 163.0
15505200 275.55 245.0
15508800 275.75 285.0
15512400 276.45 210.0
15516000 276.45 199.0
15519600 275.15 130.0
15523200 273.15 33.0
15526800 272.55 0.0
15530400 272.65 0.0
15534000 272.65 0.0
15537600 272.25 0.0
15541200 272.15 0.0
15544800 272.05 0.0
15548400 271.85 0.0
15552000 271.95 0.0
15555600 271.55 0.0
15559200 271.55 0.0
15562800 271.35 0.0
15566400 271.25 0.0
15570000 271.25 0.0
15573600 272.05 0.0
15577200 272.55 0.0
15580800 272.75 1.0
15584400 273.65 51.0
15588000 274.65 138.0
15591600 275.65 202.0
15595200 275.65 231.0
15598800 275.65 187.0
15602400 275.35 112.0
15606000 275.15 69.0
15609600 274.55 24.0
15613200 273.65 0.0
15616800 273.35 0.0
15620400 272.95 0.0
15624000 272.65 0.0
15627600 272.45 0.0
15631200 272.15 0.0
15634800 271.85 0.0
15638400 272.05 0.0
15642000 270.95 0.0
15645600 270.45 0.0
15649200 270.25 0.0
15652800 270.15 0.0
15656400 269.95 0.0
15660000 270.25 0.0
15663600 269.05 0.0
15667200 268.85 1.0
15670800 270.45 62.0
15674400 271.85 170.0
15678000 273.35 254.0
15681600 274.95 295.0
15685200 275.75 288.0
15688800 275.95 235.0
15692400 275.05 143.0
15696000 273.65 37.0
15699600 273.05 0.0
15703200 272.85 0.0
15706800 273.85 0.0
15710400 274.25 0.0
15714000 274.25 0.0
15717600 274.05 0.0
15721200 273.25 0.0
15724800 273.75 0.0
15728400 274.05 0.0
15732000 274.85 0.0
15735600 275.05 0.0
15739200 275.05 0.0
15742800 274.85 0.0
15746400 275.25 0.0
15750000 275.35 0.0
15753600 275.35 1.0
15757200 275.45 40.0
15760800 275.85 159.0
15764400 276.45 249.0
15768000 277.55 291.0
15771600 278.05 272.0
15775200 277.95 191.0
15778800 277.45 142.0
15782400 276.15 38.0
15786000 275.35 0.0
15789600 274.75 0.0
15793200 274.15 0.0
15796800 273.75 0.0
15800400 273.45 0.0
15804000 272.95 0.0
15807600 272.55 0.0
15811200 272.65 0.0
15814800 272.25 0.0
15818400 271.95 0.0
15822000 271.65 0.0
15825600 271.35 0.0
15829200 271.15 0.0
15832800 270.95 0.0
15836400 270.65 0.0
15840000 270.15 1.0
15843600 271.55 59.0
15847200 272.85 162.0
15850800 274.25 243.0
15854400 275.75 288.0
15858000 276.45 257.0
15861600 276.45 195.0
15865200 276.05 116.0
15868800 274.55 32.0
15872400 274.05 0.0
15876000 273.35 0.0
15879600 272.75 0.0
15883200 272.75 0.0
15886800 272.65 0.0
15890400 272.55 0.0
15894000 272.25 0.0
15897600 271.05 0.0
15901200 270.35 0.0
15904800 270.15 0.0
15908400 270.45 0.0
15912000 270.35 0.0
15915600 269.95 0.0
15919200 270.15 0.0
15922800 270.35 0.0
15926400 270.85 1.0
15930000 271.35 38.0
15933600 272.55 107.0
15937200 274.05 206.0
15940800 275.45 205.0
15944400 276.35 156.0
15948000 276.25 79.0
15951600 276.35 65.0
15955200 276.05 7.0
15958800 276.05 0.0
15962400 275.95 0.0
15966000 275.65 0.0
15969600 275.55 0.0
15973200 275.75 0.0
15976800 275.75 0.0
15980400 276.05 0.0
15984000 275.35 0.0
15987600 275.45 0.0
15991200 275.45 0.0
15994800 275.15 0.0
15998400 275.05 0.0
16002000 275.15 0.0
16005600 274.75 0.0
16009200 274.85 0.0
16012800 275.05 1.0
16016400 275.05 50.0
16020000 276.05 154.0
16023600 276.55 215.0
16027200 277.35 171.0
16030800 276.75 39.0
16034400 275.65 20.0
16038000 275.45 21.0
16041600 275.15 12.0
16045200 274.85 0.0
16048800 274.35 0.0
16052400 273.35 0.0
16056000 272.45 0.0
16059600 271.85 0.0
16063200 271.35 0.0
16066800 271.15 0.0
16070400 271.45 0.0
16074000 271.05 0.0
16077600 270.85 0.0
16081200 270.85 0.0
16084800 270.95 0.0
16088400 271.15 0.0
16092000 271.75 0.0
16095600 271.85 0.0
16099200 272.45 1.0
16102800 273.35 50.0
16106400 274.85 162.0
16110000 276.15 241.0
16113600 275.55 276.0
16117200 276.05 223.0
16120800 276.05 235.0
16124400 275.35 154.0
16128000 273.75 45.0
16131600 272.95 0.0
16135200 272.65 0.0
16138800 272.15 0.0
16142400 271.75 0.0
16146000 271.55 0.0
16149600 271.25 0.0
16153200 270.95 0.0
16156800 272.25 0.0
16160400 272.05 0.0
16164000 271.95 0.0
16167600 271.85 0.0
16171200 271.45 0.0
16174800 270.95 0.0
16178400 269.95 0.0
16182000 267.95 0.0
16185600 267.65 1.0
16189200 268.65 62.0
16192800 270.55 171.0
16196400 272.15 260.0
16200000 274.95 305.0
16203600 275.75 294.0
16207200 275.65 246.0
16210800 274.85 148.0
16214400 272.85 43.0
16218000 272.45 0.0
16221600 272.55 0.0
16225200 272.25 0.0
16228800 271.65 0.0
16232400 271.35 0.0
16236000 271.15 0.0
16239600 270.75 0.0
16243200 270.25 0.0
16246800 269.65 0.0
16250400 269.25 0.0
16254000 269.05 0.0
16257600 269.05 0.0
16261200 268.95 0.0
16264800 268.95 0.0
16268400 268.85 0.0
16272000 268.85 1.0
16275600 269.85 48.0
16279200 270.95 105.0
16282800 272.05 132.0
16286400 271.75 143.0
16290000 271.75 52.0
16293600 272.25 67.0
16297200 272.05 27.0
16300800 272.05 7.0
16304400 272.05 0.0
16308000 271.95 0.0
16311600 271.95 0.0
16315200 272.15 0.0
16318800 271.85 0.0
16322400 268.75 0.0
16326000 270.65 0.0
16329600 272.05 0.0
16333200 271.95 0.0
16336800 271.55 0.0
16340400 270.25 0.0
16344000 269.15 0.0
16347600 268.15 0.0
16351200 267.95 0.0
16354800 267.45 0.0
16358400 266.15 1.0
16362000 267.05 65.0
16365600 268.95 177.0
16369200 270.65 267.0
16372800 273.75 314.0
16376400 273.35 306.0
16380000 273.45 250.0
16383600 272.85 159.0
16387200 271.05 49.0
16390800 271.65 0.0
16394400 271.35 0.0
16398000 271.05 0.0
16401600 271.45 0.0
16405200 271.15 0.0
16408800 270.75 0.0
16412400 270.75 0.0
16416000 271.75 0.0
16419600 271.85 0.0
16423200 271.75 0.0
16426800 271.65 0.0
16430400 271.35 0.0
16434000 271.25 0.0
16437600 271.45 0.0
16441200 271.25 0.0
16444800 271.35 0.0
16448400 271.45 12.0
16452000 271.95 30.0
16455600 272.85 91.0
16459200 272.85 124.0
16462800 274.45 165.0
16466400 274.85 159.0
16470000 274.85 160.0
16473600 274.35 53.0
16477200 274.25 0.0
16480800 274.05 0.0
16484400 274.95 0.0
16488000 275.25 0.0
16491600 275.05 0.0
16495200 275.35 0.0
16498800 275.55 0.0
16502400 275.65 0.0
16506000 275.35 0.0
16509600 275.15 0.0
16513200 274.95 0.0
16516800 275.05 0.0
16520400 275.25 0.0
16524000 276.45 0.0
16527600 278.25 0.0
16531200 278.05 1.0
16534800 277.45 48.0
16538400 278.25 110.0
16542000 279.15 116.0
16545600 278.85 87.0
16549200 278.35 32.0
16552800 278.15 30.0
16556400 278.75 20.0
16560000 280.35 10.0
16563600 281.35 0.0
16567200 282.15 0.0
16570800 282.35 0.0
16574400 282.55 0.0
16578000 282.95 0.0
16581600 282.95 0.0
16585200 282.45 0.0
16588800 281.65 0.0
16592400 280.85 0.0
16596000 280.25 0.0
16599600 280.15 0.0
16603200 280.05 0.0
16606800 279.65 0.0
16610400 279.25 0.0
16614000 279.35 0.0
16617600 278.55 1.0
16621200 278.65 19.0
16624800 278.95 72.0
16628400 279.15 82.0
16632000 279.75 147.0
16635600 279.65 149.0
16639200 279.15 92.0
16642800 278.65 44.0
16646400 278.35 9.0
16650000 278.05 0.0
16653600 278.15 0.0
16657200 277.25 0.0
16660800 277.15 0.0
16664400 277.05 0.0
16668000 276.95 0.0
16671600 276.85 0.0
16675200 277.15 0.0
16678800 276.85 0.0
16682400 276.65 0.0
16686000 276.45 0.0
16689600 276.45 0.0
16693200 276.25 0.0
16696800 276.15 0.0
16700400 275.95 0.0
16704000 275.65 1.0
16707600 275.95 51.0
16711200 276.35 87.0
16714800 276.95 173.0
16718400 276.75 164.0
16722000 277.15 95.0
16725600 277.35 100.0
16729200 277.35 65.0
16732800 276.85 28.0
16736400 276.65 0.0
16740000 276.15 0.0
16743600 275.85 0.0
16747200 275.65 0.0
16750800 275.35 0.0
16754400 274.95 0.0
16758000 275.05 0.0
16761600 274.55 0.0
16765200 274.05 0.0
16768800 273.85 0.0
16772400 273.05 0.0
16776000 272.45 0.0
16779600 272.15 0.0
16783200 272.35 0.0
16786800 272.25 0.0
16790400 272.05 2.0
16794000 272.75 59.0
16797600 273.95 175.0
16801200 275.35 257.0
16804800 276.55 143.0
16808400 277.55 275.0
16812000 277.85 240.0
16815600 277.55 149.0
16819200 276.95 41.0
16822800 276.75 0.0
16826400 277.05 0.0
16830000 277.15 0.0
16833600 277.35 0.0
16837200 277.35 0.0
16840800 277.45 0.0
