#1
double tmy(8761,3)
4262400 294.25 323.0
4266000 295.85 365.0
4269600 298.25 568.0
4273200 299.75 599.0
4276800 300.25 480.0
4280400 302.75 682.0
4284000 300.75 339.0
4287600 299.25 201.0
4291200 298.35 145.0
4294800 297.85 111.0
4298400 297.35 29.0
4302000 296.85 6.0
4305600 296.35 0.0
4309200 296.15 0.0
4312800 295.85 0.0
4316400 295.45 0.0
4320000 294.95 0.0
4323600 292.35 0.0
4327200 292.35 0.0
4330800 292.15 0.0
4334400 291.95 0.0
4338000 291.45 0.0
4341600 292.05 29.0
4345200 292.75 115.0
4348800 293.15 169.0
4352400 292.65 138.0
4356000 293.65 153.0
4359600 294.95 338.0
4363200 296.85 656.0
4366800 292.25 112.0
4370400 292.25 155.0
4374000 292.55 164.0
4377600 292.25 123.0
4381200 291.85 98.0
4384800 291.75 43.0
4388400 291.75 8.0
4392000 291.55 0.0
4395600 291.05 0.0
4399200 290.45 0.0
4402800 289.85 0.0
4406400 289.45 0.0
4410000 288.65 0.0
4413600 288.55 0.0
4417200 288.45 0.0
4420800 288.45 0.0
4424400 288.35 0.0
4428000 288.45 34.0
4431600 289.35 163.0
4435200 290.55 276.0
4438800 291.45 352.0
4442400 293.15 520.0
4446000 294.65 593.0
4449600 296.15 779.0
4453200 296.25 610.0
4456800 296.15 533.0
4460400 296.65 567.0
4464000 296.45 430.0
4467600 295.05 251.0
4471200 294.25 99.0
4474800 292.85 24.0
4478400 291.95 0.0
4482000 290.85 0.0
4485600 289.85 0.0
4489200 289.25 0.0
4492800 288.45 0.0
4496400 287.35 0.0
4500000 286.75 0.0
4503600 286.15 0.0
4507200 285.65 0.0
4510800 285.15 0.0
4514400 285.65 49.0
4518000 286.95 191.0
4521600 288.65 359.0
4525200 290.35 518.0
4528800 291.95 653.0
4532400 292.65 606.0
4536000 293.05 569.0
4539600 294.05 612.0
4543200 294.35 579.0
4546800 294.35 453.0
4550400 294.35 353.0
4554000 293.55 233.0
4557600 292.95 114.0
4561200 291.75 20.0
4564800 291.15 0.0
4568400 290.55 0.0
4572000 289.45 0.0
4575600 288.25 0.0
4579200 287.65 0.0
4582800 286.65 0.0
4586400 285.95 0.0
4590000 285.45 0.0
4593600 285.55 0.0
4597200 285.15 0.0
4600800 285.55 43.0
4604400 287.05 178.0
4608000 289.05 328.0
4611600 291.15 493.0
4615200 292.55 533.0
4618800 293.85 587.0
4622400 295.15 749.0
4626000 296.25 760.0
4629600 297.05 691.0
4633200 296.95 411.0
4636800 296.75 266.0
4640400 295.55 152.0
4644000 293.75 91.0
4647600 292.75 19.0
4651200 291.95 0.0
4654800 290.95 0.0
4658400 290.25 0.0
4662000 289.55 0.0
4665600 288.85 0.0
4669200 288.05 0.0
4672800 287.55 0.0
4676400 286.95 0.0
4680000 286.25 0.0
4683600 285.65 0.0
4687200 286.05 43.0
4690800 287.25 182.0
4694400 289.35 347.0
4698000 291.45 506.0
4701600 293.15 639.0
4705200 294.45 734.0
4708800 295.45 780.0
4712400 296.55 770.0
4716000 296.95 714.0
4719600 297.15 611.0
4723200 296.85 471.0
4726800 296.25 308.0
4730400 295.35 144.0
4734000 294.15 22.0
4737600 293.25 0.0
4741200 292.35 0.0
4744800 291.45 0.0
4748400 290.45 0.0
4752000 289.55 0.0
4755600 287.65 0.0
4759200 286.85 0.0
4762800 286.25 0.0
4766400 285.75 0.0
4770000 285.35 0.0
4773600 286.35 42.0
4777200 288.35 171.0
4780800 290.75 313.0
4784400 293.85 491.0
4788000 296.55 629.0
4791600 297.95 695.0
4795200 299.15 729.0
4798800 300.65 764.0
4802400 301.15 711.0
4806000 301.35 608.0
4809600 301.25 469.0
4813200 300.65 306.0
4816800 299.85 142.0
4820400 298.15 20.0
4824000 296.75 0.0
4827600 295.45 0.0
4831200 294.25 0.0
4834800 293.35 0.0
4838400 292.55 0.0
4842000 290.25 0.0
4845600 289.65 0.0
4849200 289.35 0.0
4852800 289.05 0.0
4856400 288.95 0.0
4860000 289.45 39.0
4863600 290.95 138.0
4867200 293.45 285.0
4870800 296.15 406.0
4874400 298.65 566.0
4878000 300.85 663.0
4881600 301.65 578.0
4885200 301.15 386.0
4888800 302.05 585.0
4892400 302.15 508.0
4896000 301.95 458.0
4899600 300.85 300.0
4903200 299.75 138.0
4906800 298.55 15.0
4910400 296.95 0.0
4914000 295.75 0.0
4917600 295.65 0.0
4921200 294.85 0.0
4924800 294.15 0.0
4928400 293.05 0.0
4932000 292.25 0.0
4935600 291.65 0.0
4939200 291.05 0.0
4942800 290.65 0.0
4946400 291.25 34.0
4950000 292.25 143.0
4953600 293.65 305.0
4957200 295.35 470.0
4960800 296.95 604.0
4964400 298.25 714.0
4968000 299.65 745.0
4971600 299.35 723.0
4975200 299.65 610.0
4978800 299.45 461.0
4982400 299.15 326.0
4986000 298.65 170.0
4989600 298.25 74.0
4993200 297.15 11.0
4996800 296.35 0.0
5000400 295.45 0.0
5004000 294.95 0.0
5007600 294.35 0.0
5011200 293.65 0.0
5014800 292.55 0.0
5018400 291.75 0.0
5022000 291.15 0.0
5025600 290.65 0.0
5029200 290.05 0.0
5032800 290.25 22.0
5036400 290.55 72.0
5040000 291.05 165.0
5043600 292.65 338.0
5047200 294.75 432.0
5050800 292.65 106.0
5054400 295.15 673.0
5058000 295.55 690.0
5061600 296.25 593.0
5065200 296.95 553.0
5068800 297.35 458.0
5072400 295.75 153.0
5076000 295.35 106.0
5079600 294.35 12.0
5083200 293.85 0.0
5086800 292.35 0.0
5090400 291.65 0.0
5094000 290.85 0.0
5097600 290.15 0.0
5101200 289.25 0.0
5104800 289.05 0.0
5108400 288.55 0.0
5112000 288.55 0.0
5115600 288.15 0.0
5119200 288.55 24.0
5122800 289.05 63.0
5126400 289.15 146.0
5130000 288.85 89.0
5133600 289.35 86.0
5137200 291.65 205.0
5140800 294.45 582.0
5144400 293.25 578.0
5148000 290.35 163.0
5151600 291.55 310.0
5155200 292.35 275.0
5158800 292.55 244.0
5162400 290.15 71.0
5166000 289.15 12.0
5169600 288.75 0.0
5173200 288.75 0.0
5176800 288.45 0.0
5180400 288.25 0.0
5184000 287.95 0.0
5187600 287.85 0.0
5191200 287.45 0.0
5194800 287.05 0.0
5198400 286.75 0.0
5202000 286.35 0.0
5205600 286.65 31.0
5209200 288.25 154.0
5212800 289.55 240.0
5216400 290.75 298.0
5220000 291.85 337.0
5223600 293.05 408.0
5227200 293.85 470.0
5230800 294.65 447.0
5234400 294.65 292.0
5238000 295.05 352.0
5241600 295.05 297.0
5245200 293.55 46.0
5248800 293.05 48.0
5252400 292.25 4.0
5256000 292.15 0.0
5259600 292.15 0.0
5263200 292.55 0.0
5266800 291.95 0.0
5270400 291.75 0.0
5274000 291.45 0.0
5277600 291.45 0.0
5281200 291.35 0.0
5284800 291.15 0.0
5288400 291.25 0.0
5292000 291.25 6.0
5295600 291.35 31.0
5299200 291.55 60.0
5302800 292.45 170.0
5306400 294.15 386.0
5310000 294.25 282.0
5313600 295.55 497.0
5317200 293.95 273.0
5320800 292.85 145.0
5324400 291.75 75.0
5328000 291.35 63.0
5331600 291.05 73.0
5335200 290.45 31.0
5338800 289.75 1.0
5342400 288.95 0.0
5346000 288.35 0.0
5349600 287.95 0.0
5353200 287.55 0.0
5356800 287.45 0.0
5360400 287.85 0.0
5364000 287.75 0.0
5367600 287.55 0.0
5371200 287.35 0.0
5374800 286.85 0.0
5378400 286.85 27.0
5382000 288.15 157.0
5385600 289.55 288.0
5389200 290.75 333.0
5392800 292.35 530.0
5396400 293.45 631.0
5400000 294.35 678.0
5403600 293.45 656.0
5407200 293.15 341.0
5410800 293.15 337.0
5414400 290.65 237.0
5418000 291.65 261.0
5421600 291.15 93.0
5425200 289.95 6.0
5428800 289.25 0.0
5432400 288.75 0.0
5436000 288.15 0.0
5439600 287.45 0.0
5443200 286.95 0.0
5446800 286.55 0.0
5450400 286.25 0.0
5454000 286.05 0.0
5457600 285.55 0.0
5461200 285.25 0.0
5464800 285.45 26.0
5468400 286.85 152.0
5472000 288.35 248.0
5475600 289.35 241.0
5479200 290.45 245.0
5482800 290.85 259.0
5486400 290.05 128.0
5490000 290.15 133.0
5493600 289.95 101.0
5497200 290.65 125.0
5500800 291.55 231.0
5504400 291.55 167.0
5508000 290.65 83.0
5511600 289.95 3.0
5515200 290.15 0.0
5518800 289.85 0.0
5522400 289.55 0.0
5526000 289.35 0.0
5529600 289.35 0.0
5533200 289.85 0.0
5536800 289.75 0.0
5540400 289.45 0.0
5544000 289.55 0.0
5547600 289.95 0.0
5551200 290.45 9.0
5554800 291.05 45.0
5558400 291.95 144.0
5562000 293.25 235.0
5565600 294.35 362.0
5569200 294.25 195.0
5572800 295.25 316.0
5576400 296.75 540.0
5580000 297.75 543.0
5583600 298.35 458.0
5587200 295.95 284.0
5590800 295.85 202.0
5594400 294.55 84.0
5598000 293.35 5.0
5601600 292.75 0.0
5605200 292.15 0.0
5608800 291.45 0.0
5612400 290.75 0.0
5616000 289.75 0.0
5619600 289.45 0.0
5623200 288.85 0.0
5626800 288.35 0.0
5630400 288.05 0.0
5634000 287.95 0.0
5637600 288.25 21.0
5641200 289.45 119.0
5644800 290.85 255.0
5648400 291.45 229.0
5652000 292.45 322.0
5655600 294.05 614.0
5659200 294.55 575.0
5662800 291.65 367.0
5666400 292.45 297.0
5670000 293.25 432.0
5673600 293.45 332.0
5677200 292.65 216.0
5680800 291.45 72.0
5684400 290.15 4.0
5688000 288.85 0.0
5691600 288.15 0.0
5695200 287.45 0.0
5698800 287.35 0.0
5702400 287.05 0.0
5706000 285.85 0.0
5709600 286.25 0.0
5713200 285.75 0.0
5716800 285.65 0.0
5720400 285.15 0.0
5724000 285.25 21.0
5727600 286.35 143.0
5731200 287.95 296.0
5734800 289.45 386.0
5738400 290.65 501.0
5742000 291.75 588.0
5745600 292.65 608.0
5749200 293.95 647.0
5752800 294.15 482.0
5756400 294.15 363.0
5760000 294.35 344.0
5763600 293.95 158.0
5767200 292.35 72.0
5770800 290.75 3.0
5774400 289.55 0.0
5778000 288.55 0.0
5781600 287.55 0.0
5785200 286.95 0.0
5788800 286.25 0.0
5792400 285.65 0.0
5796000 285.25 0.0
5799600 285.15 0.0
5803200 284.95 0.0
5806800 284.75 0.0
5810400 285.05 20.0
5814000 286.75 142.0
5817600 289.05 308.0
5821200 291.25 467.0
5824800 292.85 586.0
5828400 294.35 681.0
5832000 295.55 727.0
5835600 296.85 721.0
5839200 297.15 662.0
5842800 297.15 554.0
5846400 296.95 411.0
5850000 295.95 247.0
5853600 294.05 88.0
5857200 292.45 3.0
5860800 291.55 0.0
5864400 290.95 0.0
5868000 290.35 0.0
5871600 289.75 0.0
5875200 289.25 0.0
5878800 288.95 0.0
5882400 288.55 0.0
5886000 288.35 0.0
5889600 288.05 0.0
5893200 288.05 0.0
5896800 288.45 18.0
5900400 290.05 140.0
5904000 292.15 303.0
5907600 294.45 460.0
5911200 296.45 585.0
5914800 298.75 664.0
5918400 300.55 704.0
5922000 302.85 696.0
5925600 303.25 622.0
5929200 302.35 435.0
5932800 301.15 282.0
5936400 299.85 161.0
5940000 297.95 23.0
5943600 296.85 1.0
5947200 296.05 0.0
5950800 295.25 0.0
5954400 294.85 0.0
5958000 293.95 0.0
5961600 293.15 0.0
5965200 293.15 0.0
5968800 292.45 0.0
5972400 291.35 0.0
5976000 290.55 0.0
5979600 290.15 0.0
5983200 290.35 11.0
5986800 290.75 56.0
5990400 291.25 135.0
5994000 292.55 331.0
5997600 293.65 448.0
6001200 294.45 569.0
6004800 295.25 691.0
6008400 295.25 639.0
6012000 295.85 586.0
6015600 296.05 495.0
6019200 295.75 352.0
6022800 295.25 160.0
6026400 294.35 46.0
6030000 293.55 1.0
6033600 292.45 0.0
6037200 291.75 0.0
6040800 291.25 0.0
6044400 290.55 0.0
6048000 289.65 0.0
6051600 288.35 0.0
6055200 288.15 0.0
6058800 287.65 0.0
6062400 287.05 0.0
6066000 286.65 0.0
6069600 286.65 12.0
6073200 287.55 116.0
6076800 289.05 273.0
6080400 290.75 435.0
6084000 292.45 571.0
6087600 293.75 677.0
6091200 294.65 664.0
6094800 295.05 610.0
6098400 295.45 591.0
6102000 294.95 455.0
6105600 294.45 316.0
6109200 293.95 181.0
6112800 292.55 64.0
6116400 291.75 1.0
6120000 291.15 0.0
6123600 290.95 0.0
6127200 289.65 0.0
6130800 288.85 0.0
6134400 288.55 0.0
6138000 287.45 0.0
6141600 287.15 0.0
6145200 286.25 0.0
6148800 285.65 0.0
6152400 285.15 0.0
6156000 285.05 14.0
6159600 286.35 128.0
6163200 288.45 290.0
6166800 290.65 416.0
6170400 290.65 279.0
6174000 292.15 414.0
6177600 293.05 538.0
6181200 294.25 573.0
6184800 294.75 495.0
6188400 293.75 254.0
6192000 291.75 58.0
6195600 291.95 54.0
6199200 291.25 30.0
6202800 290.45 0.0
6206400 290.05 0.0
6210000 289.45 0.0
6213600 289.45 0.0
6217200 289.75 0.0
6220800 288.95 0.0
6224400 288.65 0.0
6228000 287.55 0.0
6231600 286.85 0.0
6235200 286.45 0.0
6238800 286.15 0.0
6242400 286.15 12.0
6246000 287.25 119.0
6249600 288.75 273.0
6253200 290.15 361.0
6256800 291.25 502.0
6260400 291.25 315.0
6264000 293.15 592.0
6267600 293.25 620.0
6271200 293.05 308.0
6274800 290.15 277.0
6278400 288.95 191.0
6282000 289.35 154.0
6285600 287.95 61.0
6289200 287.65 0.0
6292800 287.55 0.0
6296400 287.35 0.0
6300000 287.15 0.0
6303600 287.05 0.0
6307200 286.75 0.0
6310800 286.15 0.0
6314400 285.75 0.0
6318000 285.35 0.0
6321600 285.15 0.0
6325200 284.85 0.0
6328800 284.85 12.0
6332400 285.85 122.0
6336000 287.55 282.0
6339600 289.05 392.0
6343200 290.35 537.0
6346800 291.35 607.0
6350400 291.85 569.0
6354000 292.25 599.0
6357600 292.75 553.0
6361200 292.85 469.0
6364800 292.35 298.0
6368400 291.65 177.0
6372000 290.45 49.0
6375600 289.75 0.0
6379200 288.95 0.0
6382800 288.65 0.0
6386400 288.55 0.0
6390000 288.35 0.0
6393600 287.35 0.0
6397200 286.35 0.0
6400800 285.65 0.0
6404400 285.65 0.0
6408000 286.05 0.0
6411600 286.15 0.0
6415200 286.15 9.0
6418800 286.85 91.0
6422400 288.15 186.0
6426000 289.55 278.0
6429600 290.75 427.0
6433200 291.05 336.0
6436800 289.95 286.0
6440400 289.75 311.0
6444000 291.55 327.0
6447600 291.55 205.0
6451200 289.35 214.0
6454800 288.45 22.0
6458400 287.95 36.0
6462000 287.45 0.0
6465600 287.15 0.0
6469200 286.95 0.0
6472800 286.95 0.0
6476400 287.05 0.0
6480000 286.95 0.0
6483600 287.25 0.0
6487200 287.05 0.0
6490800 286.35 0.0
6494400 286.35 0.0
6498000 286.55 0.0
6501600 286.75 5.0
6505200 287.45 40.0
6508800 288.15 97.0
6512400 288.45 87.0
6516000 289.25 100.0
6519600 290.05 125.0
6523200 290.05 112.0
6526800 291.25 141.0
6530400 291.15 79.0
6534000 291.55 102.0
6537600 291.75 65.0
6541200 292.65 92.0
6544800 293.15 40.0
6548400 293.25 0.0
6552000 293.15 0.0
6555600 292.85 0.0
6559200 292.75 0.0
6562800 292.45 0.0
6566400 292.05 0.0
6570000 292.15 0.0
6573600 291.85 0.0
6577200 291.55 0.0
6580800 290.95 0.0
6584400 290.45 0.0
6588000 289.55 6.0
6591600 289.35 109.0
6595200 289.85 261.0
6598800 290.75 386.0
6602400 291.85 512.0
6606000 292.65 636.0
6609600 293.05 588.0
6613200 292.95 559.0
6616800 292.75 349.0
6620400 292.95 387.0
6624000 292.55 311.0
6627600 291.35 130.0
6631200 290.05 40.0
6634800 289.45 0.0
6638400 288.85 0.0
6642000 288.25 0.0
6645600 287.75 0.0
6649200 287.25 0.0
6652800 286.95 0.0
6656400 286.65 0.0
6660000 286.05 0.0
6663600 285.65 0.0
6667200 285.25 0.0
6670800 284.95 0.0
6674400 284.85 8.0
6678000 285.55 80.0
6681600 287.05 238.0
6685200 288.95 414.0
6688800 289.45 415.0
6692400 289.95 374.0
6696000 290.65 382.0
6699600 291.25 430.0
6703200 291.25 387.0
6706800 291.15 280.0
6710400 291.15 188.0
6714000 290.75 92.0
6717600 289.55 24.0
6721200 288.75 0.0
6724800 288.35 0.0
6728400 288.15 0.0
6732000 287.85 0.0
6735600 287.35 0.0
6739200 287.15 0.0
6742800 286.25 0.0
6746400 286.65 0.0
6750000 285.75 0.0
6753600 285.45 0.0
6757200 285.55 0.0
6760800 285.95 2.0
6764400 286.35 28.0
6768000 287.35 105.0
6771600 288.85 204.0
6775200 289.95 225.0
6778800 291.65 448.0
6782400 292.95 599.0
6786000 294.15 641.0
6789600 294.75 581.0
6793200 294.75 473.0
6796800 294.45 325.0
6800400 293.65 174.0
6804000 291.85 37.0
6807600 291.05 0.0
6811200 290.15 0.0
6814800 289.45 0.0
6818400 289.05 0.0
6822000 288.65 0.0
6825600 288.15 0.0
6829200 286.65 0.0
6832800 286.15 0.0
6836400 285.75 0.0
6840000 285.35 0.0
6843600 285.15 0.0
6847200 285.05 6.0
6850800 286.35 102.0
6854400 288.65 258.0
6858000 291.35 411.0
6861600 293.45 537.0
6865200 294.85 625.0
6868800 296.05 665.0
6872400 296.75 655.0
6876000 297.25 586.0
6879600 297.35 478.0
6883200 297.15 333.0
6886800 296.05 173.0
6890400 293.65 36.0
6894000 292.45 0.0
6897600 291.35 0.0
6901200 290.55 0.0
6904800 289.45 0.0
6908400 288.65 0.0
6912000 288.25 0.0
6915600 287.35 0.0
6919200 286.95 0.0
6922800 286.35 0.0
6926400 285.85 0.0
6930000 285.35 0.0
6933600 285.15 5.0
6937200 286.45 98.0
6940800 288.75 254.0
6944400 291.55 424.0
6948000 294.25 554.0
6951600 296.65 641.0
6955200 298.65 679.0
6958800 302.35 662.0
6962400 303.35 595.0
6966000 303.65 484.0
6969600 303.05 337.0
6973200 301.15 173.0
6976800 298.25 33.0
6980400 297.15 0.0
6984000 296.15 0.0
6987600 295.15 0.0
6991200 294.65 0.0
6994800 294.45 0.0
6998400 293.85 0.0
7002000 294.25 0.0
7005600 292.85 0.0
7009200 292.55 0.0
7012800 292.95 0.0
7016400 292.75 0.0
7020000 292.85 3.0
7023600 293.35 54.0
7027200 293.25 95.0
7030800 293.05 72.0
7034400 294.05 102.0
7038000 295.25 156.0
7041600 295.85 195.0
7045200 293.05 48.0
7048800 293.15 113.0
7052400 295.05 200.0
7056000 295.95 184.0
7059600 295.45 56.0
7063200 294.65 17.0
7066800 294.15 0.0
7070400 293.25 0.0
7074000 293.05 0.0
7077600 291.95 0.0
7081200 290.65 0.0
7084800 289.65 0.0
7088400 288.45 0.0
7092000 288.05 0.0
7095600 287.65 0.0
7099200 287.55 0.0
7102800 287.45 0.0
7106400 287.25 1.0
7110000 287.25 19.0
7113600 287.25 35.0
7117200 287.85 144.0
7120800 288.35 182.0
7124400 288.95 230.0
7128000 289.35 228.0
7131600 290.45 563.0
7135200 290.95 509.0
7138800 290.85 415.0
7142400 290.25 281.0
7146000 289.65 121.0
7149600 288.35 24.0
7153200 287.55 0.0
7156800 287.05 0.0
7160400 286.15 0.0
7164000 285.15 0.0
7167600 284.65 0.0
7171200 284.45 0.0
7174800 284.85 0.0
7178400 284.25 0.0
7182000 283.55 0.0
7185600 283.15 0.0
7189200 282.85 0.0
7192800 282.65 3.0
7196400 283.35 89.0
7200000 284.65 243.0
7203600 286.25 404.0
7207200 287.75 534.0
7210800 288.85 622.0
7214400 289.95 658.0
7218000 289.45 522.0
7221600 289.15 452.0
7225200 289.05 322.0
7228800 288.35 204.0
7232400 287.25 98.0
7236000 285.95 17.0
7239600 284.85 0.0
7243200 284.75 0.0
7246800 284.25 0.0
7250400 283.95 0.0
7254000 283.65 0.0
7257600 283.45 0.0
7261200 283.45 0.0
7264800 283.25 0.0
7268400 283.15 0.0
7272000 282.95 0.0
7275600 282.85 0.0
7279200 282.75 0.0
7282800 282.95 14.0
7286400 283.35 58.0
7290000 283.65 74.0
7293600 283.95 90.0
7297200 285.35 169.0
7300800 286.75 323.0
7304400 287.15 291.0
7308000 288.05 358.0
7311600 287.55 143.0
7315200 287.05 46.0
7318800 286.55 25.0
7322400 286.05 4.0
7326000 285.25 0.0
7329600 284.05 0.0
7333200 283.85 0.0
7336800 283.85 0.0
7340400 283.95 0.0
7344000 284.15 0.0
7347600 283.85 0.0
7351200 283.85 0.0
7354800 284.15 0.0
7358400 283.95 0.0
7362000 283.75 0.0
7365600 283.55 1.0
7369200 283.55 14.0
7372800 283.55 32.0
7376400 283.95 87.0
7380000 283.95 140.0
7383600 284.15 132.0
7387200 284.85 222.0
7390800 284.35 145.0
7394400 283.85 65.0
7398000 283.45 43.0
7401600 283.55 40.0
7405200 283.95 52.0
7408800 283.75 4.0
7412400 283.75 0.0
7416000 283.65 0.0
7419600 283.65 0.0
7423200 283.65 0.0
7426800 283.55 0.0
7430400 283.35 0.0
7434000 283.55 0.0
7437600 283.55 0.0
7441200 283.45 0.0
7444800 283.35 0.0
7448400 283.15 0.0
7452000 282.95 0.0
7455600 282.85 11.0
7459200 282.75 32.0
7462800 282.75 63.0
7466400 282.85 78.0
7470000 283.35 129.0
7473600 284.95 341.0
7477200 284.65 87.0
7480800 284.85 92.0
7484400 285.15 85.0
7488000 285.05 68.0
7491600 284.85 36.0
7495200 284.45 4.0
7498800 284.25 0.0
7502400 284.15 0.0
7506000 284.15 0.0
7509600 284.05 0.0
7513200 283.75 0.0
7516800 283.45 0.0
7520400 283.45 0.0
7524000 283.25 0.0
7527600 283.05 0.0
7531200 282.95 0.0
7534800 282.55 0.0
7538400 282.65 0.0
7542000 283.05 26.0
7545600 283.75 100.0
7549200 284.15 86.0
7552800 284.65 126.0
7556400 285.45 185.0
7560000 287.05 487.0
7563600 285.85 195.0
7567200 286.55 241.0
7570800 286.55 174.0
7574400 286.45 153.0
7578000 286.05 103.0
7581600 284.95 11.0
7585200 284.15 0.0
7588800 284.15 0.0
7592400 283.55 0.0
7596000 282.75 0.0
7599600 282.15 0.0
7603200 281.75 0.0
7606800 283.75 0.0
7610400 283.95 0.0
7614000 283.75 0.0
7617600 282.85 0.0
7621200 281.45 0.0
7624800 281.35 1.0
7628400 282.05 56.0
7632000 282.35 113.0
7635600 283.55 213.0
7639200 284.95 282.0
7642800 286.55 393.0
7646400 287.75 463.0
7650000 288.05 309.0
7653600 288.35 286.0
7657200 288.65 230.0
7660800 288.45 187.0
7664400 287.55 81.0
7668000 286.35 10.0
7671600 285.95 0.0
7675200 285.25 0.0
7678800 284.75 0.0
7682400 284.25 0.0
7686000 283.55 0.0
7689600 283.35 0.0
7693200 282.25 0.0
7696800 281.75 0.0
7700400 281.25 0.0
7704000 281.25 0.0
7707600 281.05 0.0
7711200 280.65 1.0
7714800 281.85 62.0
7718400 283.75 221.0
7722000 285.85 372.0
7725600 287.95 497.0
7729200 289.65 581.0
7732800 290.85 616.0
7736400 291.85 588.0
7740000 292.25 519.0
7743600 292.25 409.0
7747200 291.95 268.0
7750800 290.55 112.0
7754400 288.75 9.0
7758000 288.05 0.0
7761600 287.25 0.0
7765200 286.65 0.0
7768800 285.65 0.0
7772400 285.25 0.0
7776000 284.65 0.0
7779600 283.75 0.0
7783200 283.55 0.0
7786800 283.25 0.0
7790400 282.95 0.0
7794000 282.55 0.0
7797600 282.25 1.0
7801200 283.05 66.0
7804800 284.55 212.0
7808400 286.45 363.0
7812000 288.45 486.0
7815600 290.15 570.0
7819200 291.35 607.0
7822800 292.15 529.0
7826400 292.35 411.0
7830000 292.35 324.0
7833600 292.05 221.0
7837200 290.85 98.0
7840800 289.45 8.0
7844400 288.75 0.0
7848000 287.65 0.0
7851600 287.05 0.0
7855200 286.45 0.0
7858800 286.05 0.0
7862400 285.25 0.0
7866000 284.75 0.0
7869600 284.65 0.0
7873200 284.25 0.0
7876800 283.65 0.0
7880400 283.25 0.0
7884000 282.85 0.0
7887600 283.45 63.0
7891200 284.85 209.0
7894800 286.55 362.0
7898400 288.15 489.0
7902000 289.35 572.0
7905600 290.15 608.0
7909200 290.85 562.0
7912800 291.15 478.0
7916400 291.05 396.0
7920000 290.55 260.0
7923600 289.05 108.0
7927200 287.75 8.0
7930800 287.05 0.0
7934400 286.15 0.0
7938000 285.35 0.0
7941600 284.65 0.0
7945200 284.05 0.0
7948800 283.45 0.0
7952400 282.75 0.0
7956000 282.35 0.0
7959600 282.05 0.0
7963200 281.65 0.0
7966800 281.25 0.0
7970400 281.45 0.0
7974000 282.25 60.0
7977600 283.95 206.0
7981200 285.95 356.0
7984800 288.05 481.0
7988400 289.65 564.0
7992000 291.05 597.0
7995600 291.75 582.0
7999200 291.85 490.0
8002800 291.75 346.0
8006400 291.55 190.0
8010000 290.45 51.0
8013600 289.45 3.0
8017200 287.65 0.0
8020800 286.45 0.0
8024400 285.65 0.0
8028000 285.15 0.0
8031600 284.15 0.0
8035200 283.75 0.0
8038800 282.85 0.0
8042400 282.45 0.0
8046000 282.35 0.0
8049600 281.65 0.0
8053200 281.35 0.0
8056800 280.85 0.0
8060400 281.95 57.0
8064000 283.75 189.0
8067600 285.75 350.0
8071200 287.75 468.0
8074800 289.15 542.0
8078400 290.65 585.0
8082000 291.15 512.0
8085600 290.85 362.0
8089200 290.45 241.0
8092800 289.85 162.0
8096400 288.25 87.0
8100000 286.85 5.0
8103600 286.05 0.0
8107200 285.45 0.0
8110800 285.25 0.0
8114400 284.55 0.0
8118000 284.45 0.0
8121600 284.75 0.0
8125200 284.55 0.0
8128800 284.25 0.0
8132400 283.95 0.0
8136000 283.95 0.0
8139600 283.85 0.0
8143200 283.95 0.0
8146800 284.25 26.0
8150400 285.05 95.0
8154000 286.15 167.0
8157600 286.45 113.0
8161200 287.15 125.0
8164800 288.35 86.0
8168400 288.15 89.0
8172000 288.45 116.0
8175600 288.25 57.0
8179200 287.55 33.0
8182800 287.55 13.0
8186400 287.45 1.0
8190000 287.85 0.0
8193600 288.35 0.0
8197200 289.05 0.0
8200800 289.65 0.0
8204400 290.15 0.0
8208000 290.75 0.0
8211600 291.15 0.0
8215200 290.95 0.0
8218800 290.85 0.0
8222400 290.75 0.0
8226000 290.75 0.0
8229600 290.55 0.0
8233200 289.25 5.0
8236800 286.05 17.0
8240400 286.25 51.0
8244000 287.85 298.0
8247600 288.85 551.0
8251200 288.35 524.0
8254800 287.85 392.0
8258400 288.65 458.0
8262000 288.05 317.0
8265600 286.95 182.0
8269200 286.35 75.0
8272800 285.55 3.0
8276400 285.05 0.0
8280000 284.55 0.0
8283600 284.15 0.0
8287200 283.75 0.0
8290800 283.45 0.0
8294400 283.65 0.0
8298000 283.45 0.0
8301600 283.25 0.0
8305200 283.05 0.0
8308800 282.95 0.0
8312400 283.15 0.0
8316000 283.25 0.0
8319600 283.65 37.0
8323200 284.95 163.0
8326800 286.25 331.0
8330400 287.25 416.0
8334000 288.35 472.0
8337600 289.05 545.0
8341200 289.45 478.0
8344800 289.65 456.0
8348400 289.05 319.0
8352000 288.25 194.0
8355600 287.15 79.0
8359200 286.45 2.0
8362800 285.85 0.0
8366400 285.25 0.0
8370000 284.75 0.0
8373600 284.35 0.0
8377200 283.85 0.0
8380800 283.85 0.0
8384400 283.45 0.0
8388000 283.15 0.0
8391600 282.85 0.0
8395200 282.65 0.0
8398800 282.35 0.0
8402400 282.45 0.0
8406000 283.15 43.0
8409600 284.85 169.0
8413200 286.35 212.0
8416800 287.65 272.0
8420400 288.45 336.0
8424000 288.65 275.0
8427600 288.95 226.0
8431200 289.15 207.0
8434800 289.15 146.0
8438400 289.15 122.0
8442000 288.25 43.0
8445600 287.75 1.0
8449200 287.05 0.0
8452800 286.25 0.0
